hypothesis,registration,coil,point,combo,mode,retcode,Id_A,Id_target_A,Id_err_rel,T_mN,T_target_mN,T_err_rel,T_err_sigma,Id_rms_rel,Id_pp_rel,Id_f_dominant_Hz,current_eff,anode_eff,error
H1a,L38-hist,1p6kW,Xe1,a=1/16_b=0.9_c=1.1L_w=0.25L,vacuum,success,5.175570922362904,6.960964151571712,-0.256486485253007,71.12969095010234,72.8,-0.02294380563046242,-0.34087939793829874,0.8850199851949914,3.6314428891231056,4994.999999999999,0.7175621514869084,0.4235530122983955,
H1a,L38-hist,1p6kW,Xe1,a=1/16_b=0.9_c=1L_w=0.1L,vacuum,success,6.786594878969596,6.960964151571712,-0.025049586351158795,79.73143525413295,72.8,0.09521202272160627,1.4145786232924358,2.587303575764329,13.372492312950406,3995.999999999999,0.5788972952166133,0.40585549870060617,
H1a,L38-hist,1p6kW,Xe1,a=1/16_b=0.9_c=1L_w=0.25L,vacuum,success,5.289598165293759,6.960964151571712,-0.2401055299071719,73.67704974128866,72.8,0.012047386556162724,0.17898974312013188,0.7820446282435667,3.0738024811531304,5993.999999999999,0.6985697587324132,0.4446373778904524,
H1a,L38-hist,1p6kW,Xe1,a=1/32_b=0.8_c=0.9L_w=0.1L,vacuum,success,4.286186840611725,6.960964151571712,-0.38425385517264166,54.02153610802567,72.8,-0.25794593258206494,-3.832339569790679,2.829410319471098,15.207848681838458,3995.999999999999,0.7738305432569669,0.2950033551789041,
H1a,L38-hist,1p6kW,Xe1,a=1/32_b=0.8_c=0.9L_w=0.25L,vacuum,success,3.493672198551552,6.960964151571712,-0.4981051299103849,49.72980462933595,72.8,-0.3168982880585721,-4.708203136870214,3.129907171801455,17.873854326855202,3995.999999999999,0.8778816863978448,0.30670125118325015,
H1a,L38-hist,1p6kW,Xe1,a=1/32_b=0.8_c=1.1L_w=0.1L,vacuum,success,5.164713518386735,6.960964151571712,-0.258046241019558,71.07096775694312,72.8,-0.023750442899133042,-0.3528637230728337,1.2319662642903295,4.521905215739099,3995.999999999999,0.7881937824853167,0.4237428831672484,
H1a,L38-hist,1p6kW,Xe1,a=1/32_b=0.8_c=1.1L_w=0.25L,vacuum,success,4.375096194100909,6.960964151571712,-0.371481292126313,65.7521228642879,72.8,-0.09681149911692448,-1.4383422725943065,3.1499159429283754,18.245680328534824,9989.999999999998,0.979697192497944,0.42815019608546107,
H1a,L38-hist,1p6kW,Xe1,a=1/32_b=0.8_c=1L_w=0.1L,vacuum,success,4.343894979485452,6.960964151571712,-0.37596360433710235,57.47548675148286,72.8,-0.2105015556114992,-3.127451683370845,2.3658925938434323,13.010479053254475,3995.999999999999,0.8022832803799659,0.32949603618590334,
H1a,L38-hist,1p6kW,Xe1,a=1/32_b=0.8_c=1L_w=0.25L,vacuum,success,3.1739867867971077,6.960964151571712,-0.5440305800051485,49.87597651145944,72.8,-0.31489043253489785,-4.678372140518482,3.5374086115990564,22.964478781603226,6992.999999999998,0.9709434629072133,0.33957984403487396,
H1a,L38-hist,1p6kW,Xe1,a=1/32_b=0.97_c=0.9L_w=0.1L,vacuum,success,2.9958665289216597,6.960964151571712,-0.5696190263750712,47.708297928132914,72.8,-0.34466623725092155,-5.120755524870834,3.4468654730482635,20.556301593087383,3995.999999999999,0.9228400727596823,0.32917707356314513,
